X,Y,x,y,latitude,longitude,zone,planeType,dip,dipAzimuth,strike,declination,unitId,timedate
-111.9272656,36.04632618,416475.5322,3989484.454,36.04632618,-111.9272656, 12S, Columnar Joint,79.49399567,256.1721191,166.1721191,10.43695068, Unkar Intrusions, Fri Apr 16 09:41:09 2021
-111.9272171,36.04635025,416479.9266,3989487.083,36.04635025,-111.9272171, 12S, Columnar Joint,82.55514526,194.1560669,104.1560669,10.43695068, Unkar Intrusions, Fri Apr 16 09:40:58 2021
-111.9272043,36.04633648,416481.0641,3989485.544,36.04633648,-111.9272043, 12S, Columnar Joint,85.34700012,189.4618378,99.46183777,10.43695068, Unkar Intrusions, Fri Apr 16 09:40:47 2021
-111.927192,36.04642724,416482.263,3989495.601,36.04642724,-111.927192, 12S, Columnar Joint,76.68976593,225.8270416,135.8270416,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:54 2021
-111.9271755,36.04643006,416483.7584,3989495.899,36.04643006,-111.9271755, 12S, Columnar Joint,85.90615082,189.0411377,99.0411377,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:40 2021
-111.9271841,36.0464103,416482.9574,3989493.715,36.0464103,-111.9271841, 12S, Columnar Joint,73.26151276,214.197403,124.197403,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:30 2021
-111.9271966,36.04640236,416481.829,3989492.845,36.04640236,-111.9271966, 12S, Columnar Joint,77.66477966,231.7423248,141.7423248,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:25 2021
-111.927194,36.04639825,416482.0526,3989492.387,36.04639825,-111.927194, 12S, Columnar Joint,85.26026917,165.9443512,75.9443512,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:20 2021
-111.9272199,36.04636995,416479.6901,3989489.27,36.04636995,-111.9272199, 12S, Columnar Joint,80.78244781,206.859787,116.859787,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:16 2021
-111.9272338,36.04635535,416478.4273,3989487.663,36.04635535,-111.9272338, 12S, Columnar Joint,77.9177475,211.2035217,121.2035217,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:12 2021
-111.9272656,36.04631643,416475.5218,3989483.373,36.04631643,-111.9272656, 12S, Columnar Joint,76.71601868,208.0926209,118.0926209,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:07 2021
-111.9272685,36.04634922,416475.2915,3989487.012,36.04634922,-111.9272685, 12S, Columnar Joint,72.85961151,211.9110107,121.9110107,10.43695068, Unkar Intrusions, Fri Apr 16 09:38:02 2021
-111.9272515,36.04639113,416476.8727,3989491.647,36.04639113,-111.9272515, 12S, Columnar Joint,77.5443573,228.2454834,138.2454834,10.43695068, Unkar Intrusions, Fri Apr 16 09:37:58 2021
-111.9272472,36.0464233,416477.2939,3989495.211,36.0464233,-111.9272472, 12S, Columnar Joint,82.25717163,248.0822449,158.0822449,10.43695068, Unkar Intrusions, Fri Apr 16 09:37:53 2021
-111.927226,36.04644638,416479.2226,3989497.753,36.04644638,-111.927226, 12S, Columnar Joint,74.57083893,258.7060852,168.7060852,10.43695068, Unkar Intrusions, Fri Apr 16 09:37:46 2021
-111.9272095,36.04646404,416480.7283,3989499.698,36.04646404,-111.9272095, 12S, Columnar Joint,78.31278229,232.5019531,142.5019531,10.43695068, Unkar Intrusions, Fri Apr 16 09:37:40 2021
-111.9271859,36.04649563,416482.8869,3989503.182,36.04649563,-111.9271859, 12S, Columnar Joint,86.76198578,299.0085449,209.0085449,10.43695068, Unkar Intrusions, Fri Apr 16 09:37:36 2021
-111.9271819,36.04650201,416483.2601,3989503.886,36.04650201,-111.9271819, 12S, Columnar Joint,86.64408112,286.2484131,196.2484131,10.43695068, Unkar Intrusions, Fri Apr 16 09:37:31 2021
-111.925823,36.04577859,416604.9025,3989422.479,36.04577859,-111.925823, 12S, Bedding,12.12145615,90.1317749,0.1317749,10.43695068, Bass, Fri Apr 16 09:34:10 2021
-111.9258635,36.04574888,416601.2225,3989419.218,36.04574888,-111.9258635, 12S, Bedding,16.23239326,79.21713257,349.2171326,10.43695068, Bass, Fri Apr 16 09:34:03 2021
-111.9262027,36.04554098,416570.4486,3989396.448,36.04554098,-111.9262027, 12S, Bedding,8.68880081,89.69398499,359.6939697,10.43695068, Bass, Fri Apr 16 09:32:05 2021
-111.92621,36.04554244,416569.7924,3989396.616,36.04554244,-111.92621, 12S, Bedding,10.35592461,71.86171722,341.8617249,10.43695068, Bass, Fri Apr 16 09:31:55 2021
-111.9263029,36.04559938,416561.4856,3989403.012,36.04559938,-111.9263029, 12S, Bedding,11.81856155,79.63430023,349.6343079,10.43695068, Bass, Fri Apr 16 09:31:33 2021
-111.9263974,36.04556204,416552.931,3989398.951,36.04556204,-111.9263974, 12S, Bedding,8.55781174,84.42405701,354.4240723,10.43695068, Bass, Fri Apr 16 09:30:00 2021
-111.9263237,36.04535966,416559.3588,3989376.44,36.04535966,-111.9263237, 12S, Bedding,6.18974686,77.62062073,347.6206055,10.43695068, Bass, Fri Apr 16 09:11:18 2021
-111.9263298,36.04534079,416558.7906,3989374.353,36.04534079,-111.9263298, 12S, Bedding,11.88822556,92.02880859,2.02880859,10.43695068, Bass, Fri Apr 16 09:09:52 2021
-111.926347,36.04535505,416557.2489,3989375.949,36.04535505,-111.926347, 12S, Bedding,14.43014812,84.13192749,354.1319275,10.43695068, Bass, Fri Apr 16 09:09:15 2021
-111.9263559,36.04537822,416556.4786,3989378.527,36.04537822,-111.9263559, 12S, Bedding,10.72459412,79.6088028,349.6087952,10.43695068, Bass, Fri Apr 16 09:08:34 2021
-111.9263676,36.04541321,416555.4536,3989382.418,36.04541321,-111.9263676, 12S, Bedding,12.96158123,100.1478958,10.14789581,10.43695068, Bass, Fri Apr 16 09:08:08 2021
-111.9263294,36.04537051,416558.8498,3989377.648,36.04537051,-111.9263294, 12S, Bedding,9.33084583,93.48957062,3.48957062,10.43695068, Bass, Fri Apr 16 09:07:28 2021
-111.9263278,36.04546016,416559.094,3989387.591,36.04546016,-111.9263278, 12S, Bedding,10.29166222,77.57575226,347.5757446,10.43695068, Bass, Fri Apr 16 09:07:04 2021
-111.9263282,36.04548367,416559.0856,3989390.2,36.04548367,-111.9263282, 12S, Bedding,11.86939812,71.04192352,341.0419312,10.43695068, Bass, Fri Apr 16 09:06:28 2021
-111.9263271,36.04550251,416559.1976,3989392.288,36.04550251,-111.9263271, 12S, Bedding,10.77497673,67.53888702,337.5388794,10.43695068, Bass, Fri Apr 16 09:04:44 2021
-111.9263328,36.04554619,416558.7327,3989397.138,36.04554619,-111.9263328, 12S, Bedding,8.33488655,93.59766388,3.59766388,10.43695068, Bass, Fri Apr 16 09:03:42 2021
-111.9263097,36.04552344,416560.7923,3989394.594,36.04552344,-111.9263097, 12S, Bedding,15.27731419,110.1148605,20.11486053,10.43695068, Bass, Fri Apr 16 09:02:33 2021
-111.9263271,36.04555472,416559.2591,3989398.079,36.04555472,-111.9263271, 12S, Bedding,7.70590448,47.49223709,317.4922485,10.43695068, Bass, Fri Apr 16 09:00:31 2021
